Gender,Partner,Dependents,Tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,HasStreaming
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,3,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,63,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,68,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,30,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,60,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,15,Yes,Yes,DSL,Month-to-month,low,Yes,No
Male,No,No,45,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,70,Yes,No,DSL,Two year,high,No,Yes
Male,Yes,No,10,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,4,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Female,Yes,No,68,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,22,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,38,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,18,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,29,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,16,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,12,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,31,No,No,DSL,One year,low,No,Yes
Male,No,No,4,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,48,Yes,Yes,DSL,One year,high,No,Yes
Female,No,No,15,Yes,Yes,No,Month-to-month,low,Yes,No
Male,No,No,50,Yes,No,Fiber optic,One year,high,No,No
Male,No,No,7,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,41,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,68,Yes,No,Fiber optic,Two year,high,No,No
Female,Yes,No,26,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,57,No,No,DSL,Two year,low,No,Yes
Female,No,No,3,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Male,Yes,Yes,19,Yes,No,DSL,One year,low,No,No
Female,No,No,3,Yes,No,DSL,Month-to-month,low,No,Yes
Female,No,No,59,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,42,No,No,DSL,Month-to-month,low,No,Yes
Female,No,No,7,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,67,Yes,Yes,No,Two year,low,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,66,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,61,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,4,Yes,Yes,No,One year,low,No,No
Female,Yes,No,42,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,64,Yes,Yes,DSL,One year,low,No,No
Female,Yes,No,54,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,54,Yes,Yes,No,Two year,low,No,No
Female,No,Yes,18,Yes,Yes,No,Two year,low,No,No
Male,No,No,3,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,60,Yes,No,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,11,Yes,No,No,One year,low,No,No
Female,No,Yes,12,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,61,Yes,No,Fiber optic,One year,high,No,Yes
Female,No,No,39,Yes,No,No,Two year,low,No,No
Male,No,No,55,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,17,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,37,Yes,No,No,One year,low,No,No
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,8,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,22,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,38,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,No,Yes,17,Yes,No,DSL,One year,high,No,Yes
Female,No,No,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,Yes,Yes
Female,No,No,28,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,15,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,11,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,57,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,1,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,No,46,No,No,DSL,Month-to-month,low,No,Yes
Male,Yes,No,30,Yes,No,No,One year,low,No,No
Male,Yes,No,10,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,23,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,32,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,13,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,39,Yes,No,Fiber optic,Two year,high,Yes,No
Female,No,No,44,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,9,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,67,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,9,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,15,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,30,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,17,No,No,DSL,Month-to-month,low,No,Yes
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,67,Yes,Yes,DSL,Two year,high,Yes,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,1,Yes,Yes,DSL,Month-to-month,low,Yes,No
Female,Yes,No,32,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,41,Yes,No,No,One year,low,No,No
Male,Yes,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,12,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,62,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,22,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,17,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,72,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,56,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,9,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,20,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,19,Yes,No,No,Two year,low,No,No
Male,No,No,2,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,53,No,No,DSL,One year,low,No,Yes
Female,No,No,27,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,6,Yes,No,No,Month-to-month,low,No,No
Male,Yes,Yes,9,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,8,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,Yes,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,10,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,No,71,No,No,DSL,One year,high,No,Yes
Male,Yes,No,68,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,34,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,26,Yes,No,Fiber optic,One year,high,No,No
Female,No,No,22,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,7,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,20,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,60,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,72,Yes,No,No,Two year,low,No,No
Female,Yes,No,72,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,4,Yes,Yes,No,Month-to-month,low,No,No
Male,Yes,Yes,16,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,62,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,10,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,No,71,Yes,No,No,Two year,low,No,No
Male,No,No,58,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,70,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,71,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,69,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,26,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,33,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,10,Yes,No,No,Two year,low,No,No
Female,No,No,57,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,10,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,39,Yes,Yes,No,One year,low,No,No
Female,No,No,11,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,21,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,68,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,18,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,No,No,6,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,18,Yes,Yes,DSL,Month-to-month,low,No,No
Female,Yes,Yes,52,Yes,No,DSL,One year,low,No,No
Male,Yes,Yes,56,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,45,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,67,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,3,No,No,DSL,Month-to-month,low,No,No
Male,No,No,65,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,63,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,Yes,11,Yes,Yes,No,Two year,low,No,No
Male,No,Yes,1,Yes,No,DSL,Month-to-month,low,No,Yes
Male,No,No,55,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,Yes,25,Yes,Yes,DSL,One year,low,No,No
Male,Yes,No,72,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,No,Two year,low,No,No
Female,No,Yes,65,No,No,DSL,Two year,low,No,Yes
Female,No,No,54,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,Yes,7,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,72,Yes,Yes,DSL,Two year,high,No,No
Male,Yes,No,21,Yes,No,DSL,Month-to-month,low,No,Yes
Female,No,No,2,Yes,No,No,Month-to-month,low,No,No
Male,No,No,4,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,3,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,6,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,52,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,69,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,8,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,8,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,63,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,60,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,12,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,13,Yes,No,No,Month-to-month,low,No,No
Male,No,No,22,Yes,Yes,DSL,Month-to-month,high,No,No
Male,No,No,5,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,1,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,Yes,72,Yes,Yes,No,Two year,low,No,No
Female,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,Yes,40,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,44,Yes,No,No,One year,low,No,No
Male,Yes,No,71,Yes,No,DSL,One year,high,No,Yes
Female,No,No,2,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,26,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,1,No,No,DSL,Month-to-month,low,No,No
Male,Yes,Yes,65,Yes,No,DSL,Two year,high,Yes,Yes
Male,No,No,3,Yes,Yes,DSL,Month-to-month,high,No,Yes
Male,No,No,13,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,No,33,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,4,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,2,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,Yes,37,Yes,Yes,No,Month-to-month,low,No,No
Female,No,No,15,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,23,Yes,No,No,One year,low,No,No
Female,Yes,Yes,30,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,Yes,42,Yes,No,No,One year,low,No,No
Female,No,No,32,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,22,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,42,No,No,DSL,Month-to-month,low,No,No
Female,No,No,8,Yes,No,DSL,Month-to-month,low,No,No
Female,Yes,Yes,65,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,2,Yes,No,No,Month-to-month,low,Yes,No
Female,Yes,Yes,70,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,Yes,22,Yes,No,No,Month-to-month,low,No,No
Female,No,No,4,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,No,No,2,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,67,No,No,DSL,Two year,low,No,No
Female,No,No,25,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,20,Yes,No,No,Month-to-month,low,No,No
Female,No,Yes,2,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,No,51,Yes,No,No,Two year,low,No,No
Female,Yes,Yes,46,No,No,DSL,Month-to-month,low,No,No
Female,No,No,25,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,Yes,13,Yes,No,DSL,Month-to-month,low,No,No
Female,No,No,25,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,26,Yes,No,DSL,One year,low,No,No
Male,No,No,43,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,No,Yes,19,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,10,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,2,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,72,Yes,Yes,DSL,Two year,high,No,Yes
Male,No,No,18,Yes,Yes,DSL,Month-to-month,low,No,No
Male,No,No,9,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,27,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,24,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,69,Yes,No,Fiber optic,One year,high,Yes,Yes
Female,Yes,No,46,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,No,22,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,70,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,2,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,31,Yes,No,DSL,Month-to-month,high,No,Yes
Female,Yes,No,56,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,16,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,Yes,52,Yes,Yes,No,Two year,low,No,No
Male,Yes,Yes,13,Yes,No,No,Month-to-month,low,No,No
Female,No,No,35,Yes,No,No,One year,low,No,No
Female,No,No,59,Yes,No,Fiber optic,Two year,high,No,Yes
Male,Yes,No,72,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,No,66,Yes,Yes,DSL,Two year,high,Yes,Yes
Female,Yes,No,49,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,2,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,21,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,54,No,No,DSL,One year,low,No,Yes
Male,Yes,No,24,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,1,Yes,Yes,DSL,Month-to-month,high,No,No
Male,No,No,6,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,Yes,49,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,56,Yes,No,DSL,Two year,high,No,No
Female,No,No,56,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,6,No,No,DSL,Two year,low,No,No
Male,No,No,32,Yes,No,No,One year,low,No,No
Male,Yes,Yes,50,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,58,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,Yes,65,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,64,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,66,Yes,Yes,DSL,Two year,high,No,No
Male,Yes,No,38,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,20,Yes,No,No,One year,low,No,No
Male,No,No,36,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,64,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,1,Yes,No,No,Month-to-month,low,Yes,No
Female,No,No,60,Yes,No,DSL,One year,high,No,Yes
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,Yes,50,Yes,Yes,DSL,One year,high,No,Yes
Male,No,No,1,Yes,Yes,DSL,Month-to-month,high,Yes,No
Female,Yes,No,72,No,No,DSL,Two year,low,No,Yes
Male,Yes,No,60,Yes,No,No,Two year,low,No,No
Male,No,No,46,No,No,DSL,Two year,low,No,No
Female,Yes,Yes,69,No,No,DSL,Two year,low,No,Yes
Male,No,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,Yes,19,Yes,No,No,One year,low,No,No
Female,Yes,Yes,71,Yes,No,No,Two year,low,No,No
Male,Yes,No,12,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,Yes,Yes,39,Yes,No,DSL,One year,high,Yes,Yes
Male,No,No,44,Yes,Yes,DSL,One year,high,No,Yes
Female,Yes,Yes,56,Yes,Yes,DSL,Two year,high,No,Yes
Female,Yes,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,No,No,5,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,11,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Male,Yes,No,24,No,No,DSL,Month-to-month,low,Yes,Yes
Female,Yes,No,15,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,72,Yes,No,No,Two year,low,No,No
Male,Yes,No,56,Yes,Yes,DSL,Two year,low,No,No
Male,No,No,64,Yes,No,No,Two year,low,No,No
Female,Yes,No,34,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,2,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,35,Yes,No,No,One year,low,No,No
Male,No,No,22,Yes,No,No,One year,low,No,No
Male,No,No,5,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,9,No,No,DSL,One year,low,No,No
Male,No,No,11,Yes,Yes,No,Month-to-month,low,Yes,No
Male,No,No,23,Yes,No,No,One year,low,No,No
Female,Yes,Yes,4,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,No,68,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,33,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,31,Yes,No,DSL,Month-to-month,high,No,Yes
Male,No,No,1,Yes,Yes,DSL,Month-to-month,high,Yes,No
Female,No,No,56,Yes,No,No,Two year,low,No,No
Male,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Male,Yes,Yes,66,Yes,No,DSL,One year,high,No,Yes
Male,Yes,Yes,72,Yes,Yes,No,Two year,low,No,No
Male,No,No,34,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,58,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,2,Yes,No,DSL,Month-to-month,low,Yes,No
Male,No,No,37,No,No,DSL,Two year,low,No,Yes
Female,No,No,71,Yes,Yes,Fiber optic,Two year,high,No,Yes
Male,Yes,Yes,1,Yes,No,No,One year,low,No,No
Male,Yes,Yes,71,Yes,No,No,Two year,low,No,No
Male,Yes,Yes,35,Yes,No,No,One year,low,No,No
Female,Yes,Yes,6,Yes,No,No,One year,low,No,No
Female,No,No,3,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,69,Yes,No,DSL,One year,low,No,No
Male,No,No,44,No,No,DSL,One year,low,Yes,Yes
Female,Yes,No,53,Yes,Yes,Fiber optic,One year,high,No,Yes
Female,Yes,No,24,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,No,5,Yes,No,Fiber optic,Month-to-month,high,No,No
Female,No,Yes,2,Yes,No,DSL,Month-to-month,low,No,No
Male,No,Yes,62,Yes,Yes,No,Two year,low,No,No
Female,Yes,No,19,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Male,No,No,9,Yes,No,Fiber optic,Month-to-month,high,No,No
Male,No,No,53,Yes,No,No,Two year,low,No,No
Male,No,No,5,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,Yes,Yes,71,Yes,Yes,DSL,One year,high,No,Yes
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,No,No,18,Yes,Yes,Fiber optic,Month-to-month,high,Yes,No
Male,No,No,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,Yes,No,4,Yes,No,DSL,Month-to-month,low,No,No
Male,No,No,59,Yes,Yes,DSL,Two year,low,No,No
Female,No,No,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
Female,Yes,No,31,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Male,Yes,No,3,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,65,Yes,Yes,Fiber optic,One year,high,Yes,Yes
Male,Yes,No,49,Yes,No,Fiber optic,One year,high,No,Yes
Male,No,No,2,Yes,No,No,Month-to-month,low,No,No
Female,Yes,No,53,Yes,No,No,One year,low,Yes,No
Female,Yes,No,55,Yes,No,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,72,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,36,Yes,Yes,Fiber optic,Month-to-month,high,No,No
Female,Yes,Yes,10,Yes,No,No,Month-to-month,low,No,No
Male,No,No,1,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,Yes,Yes,72,Yes,Yes,DSL,Two year,high,No,Yes
Female,No,No,28,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,38,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,61,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,Yes,Yes,52,Yes,Yes,No,Two year,low,No,No
Male,No,No,67,Yes,No,No,One year,low,No,No
Female,No,Yes,34,Yes,Yes,Fiber optic,Two year,high,No,Yes
Female,No,No,54,Yes,No,DSL,Two year,high,No,Yes
Female,Yes,No,1,Yes,No,No,Month-to-month,low,No,No
Female,No,No,15,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,4,Yes,No,DSL,Month-to-month,low,Yes,No
Female,No,No,9,Yes,No,DSL,Month-to-month,high,Yes,Yes
Female,No,Yes,46,Yes,No,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,22,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Male,No,No,38,Yes,No,Fiber optic,One year,high,Yes,No
Female,Yes,Yes,55,Yes,Yes,DSL,One year,high,No,Yes
Female,No,No,1,Yes,No,No,Month-to-month,low,No,No
Male,Yes,No,64,Yes,No,Fiber optic,One year,high,No,No
Male,No,Yes,53,Yes,No,No,Two year,low,Yes,No
Female,Yes,No,58,Yes,Yes,DSL,Two year,high,No,Yes
Male,Yes,No,56,No,No,DSL,One year,low,No,Yes
Male,Yes,Yes,72,Yes,No,Fiber optic,Two year,high,No,Yes
Male,No,No,1,Yes,No,DSL,Month-to-month,low,Yes,No
Male,Yes,No,72,Yes,Yes,Fiber optic,One year,high,No,Yes
Male,No,No,22,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,8,Yes,Yes,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,Yes,16,Yes,No,Fiber optic,Month-to-month,high,Yes,Yes
Female,No,No,39,No,No,DSL,Month-to-month,low,No,No
Female,No,No,12,Yes,No,DSL,Month-to-month,low,No,No
Male,Yes,No,54,Yes,No,DSL,Two year,high,No,Yes
Female,No,No,18,No,No,DSL,One year,low,No,No
Male,Yes,No,32,Yes,No,DSL,One year,high,No,Yes
Female,No,No,41,Yes,No,No,One year,low,No,No
Male,Yes,Yes,67,Yes,Yes,No,Two year,low,No,No
Male,Yes,No,65,Yes,Yes,Fiber optic,Month-to-month,high,No,Yes
Female,No,No,25,Yes,Yes,DSL,Month-to-month,high,No,Yes
Female,Yes,Yes,1,Yes,No,Fiber optic,Month-to-month,high,Yes,No
